City ID,City,Country,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
328,Port Keats,AU,-14.25,129.55,90.05,64,94,9.44,Light Rain
329,Mount Pleasant,US,32.7941,-79.8626,54.0,73,75,10.36,Broken Clouds
330,Bara,NG,10.3744,10.7288,68.38,30,21,6.64,Few Clouds
331,Atar,MR,20.5169,-13.0499,79.05,21,45,8.16,Scattered Clouds
332,Kavaratti,IN,10.5669,72.642,79.84,79,100,8.39,Overcast Clouds
333,Kharan,PK,28.5833,65.4167,63.1,27,0,5.82,Clear Sky
334,Salinas,US,36.6777,-121.6555,54.0,75,0,5.75,Clear Sky
335,Parrita,CR,9.5201,-84.3225,75.97,87,81,3.04,Broken Clouds
336,Mitu,CO,1.1983,-70.1733,73.51,95,88,2.19,Overcast Clouds
337,Yeppoon,AU,-23.1333,150.7333,91.18,74,80,9.37,Broken Clouds
338,Platanos,GR,37.6667,21.6167,57.07,83,0,3.74,Clear Sky
339,Saint-Pierre,RE,-21.3393,55.4781,73.08,49,0,12.66,Clear Sky
340,Bahia Honda,CU,22.9036,-83.1592,75.24,89,2,7.76,Clear Sky
341,Majene,ID,-3.5403,118.9707,85.84,69,100,6.69,Overcast Clouds
342,Celestun,MX,20.8667,-90.4,77.23,79,54,13.35,Broken Clouds
343,Zhangjiakou,CN,40.81,114.8794,41.99,32,1,11.52,Clear Sky
344,Severnyy,RU,50.677,36.5532,26.64,86,6,0.0,Clear Sky
345,Sicamous,CA,50.8331,-118.9856,32.97,97,29,3.31,Scattered Clouds
346,Olafsvik,IS,64.8945,-23.7142,45.01,77,100,6.13,Overcast Clouds
347,Kahului,US,20.8947,-156.47,82.42,67,20,19.57,Few Clouds
348,Coelho Neto,BR,-4.2567,-43.0128,73.24,97,100,3.42,Light Rain
349,Tautira,PF,-17.7333,-149.15,78.13,81,100,6.62,Light Rain
350,Innisfail,AU,-17.5333,146.0333,85.12,60,86,9.42,Overcast Clouds
351,Constitucion,CL,-35.3333,-72.4167,57.72,84,0,11.23,Clear Sky
352,Damghan,IR,36.1683,54.348,42.51,57,0,1.57,Clear Sky
353,Troitskoye,RU,52.9821,84.6757,38.43,86,100,14.63,Light Rain
354,Progreso,MX,21.2833,-89.6667,79.11,78,25,14.47,Scattered Clouds
355,Tuatapere,NZ,-46.1333,167.6833,70.18,43,100,7.54,Overcast Clouds
356,Chabahar,IR,25.2919,60.643,78.93,64,0,1.28,Clear Sky
357,Lorengau,PG,-2.0226,147.2712,84.79,69,81,3.13,Broken Clouds
358,Kasama,ZM,-10.2129,31.1808,61.61,91,61,2.01,Light Rain
359,Luckenwalde,DE,52.0833,13.1667,45.9,95,6,1.01,Clear Sky
360,Ulaanbaatar,MN,47.9077,106.8832,8.73,78,20,0.0,Few Clouds
361,Cayenne,GF,4.9333,-52.3333,77.04,94,75,0.0,Broken Clouds
362,Pareora,NZ,-44.4871,171.2132,68.18,78,60,7.7,Broken Clouds
363,Catuday,PH,16.2923,119.8062,84.33,65,61,6.62,Broken Clouds
364,Bathsheba,BB,13.2167,-59.5167,79.41,89,75,27.63,Broken Clouds
365,Sangar,RU,63.9242,127.4739,-27.13,97,92,4.29,Overcast Clouds
366,San Andres,CO,12.5847,-81.7006,82.42,83,20,13.8,Few Clouds
367,Kysyl-Syr,RU,63.8986,122.7617,-23.04,98,57,3.98,Broken Clouds
368,Flinders,AU,-34.5833,150.8552,73.18,72,37,3.0,Light Rain
369,Kosino,RU,58.4127,51.2782,18.34,81,100,11.32,Overcast Clouds
370,General Roca,AR,-39.0333,-67.5833,69.62,51,22,17.29,Few Clouds
371,Aykhal,RU,66.0,111.5,-19.52,99,77,5.97,Broken Clouds
372,Ambulu,ID,-8.345,113.6058,84.54,74,100,3.85,Moderate Rain
373,Henties Bay,NA,-22.116,14.2845,58.64,96,8,5.57,Clear Sky
374,Ozu,JP,33.5,132.55,66.83,59,78,8.9,Broken Clouds
375,Twentynine Palms,US,34.1356,-116.0542,56.86,31,0,2.53,Clear Sky
376,Lompoc,US,34.6391,-120.4579,52.02,89,0,4.61,Mist
377,Marawi,PH,7.9986,124.2928,82.89,59,98,3.8,Overcast Clouds
378,Acapulco,MX,16.8634,-99.8901,80.42,83,40,4.61,Scattered Clouds
379,Gavrilovka Vtoraya,RU,52.877,42.7663,27.55,80,24,12.28,Few Clouds
380,Necochea,AR,-38.5473,-58.7368,57.15,83,0,19.3,Clear Sky
381,Klaksvik,FO,62.2266,-6.589,49.12,87,100,34.72,Overcast Clouds
382,Vitim,RU,59.4511,112.5578,-15.0,92,21,2.51,Few Clouds
383,Pasighat,IN,28.0667,95.3333,73.11,36,13,1.61,Few Clouds
384,Champerico,GT,14.3,-91.9167,79.92,80,15,4.41,Few Clouds
385,Kitui,KE,-1.367,38.0106,64.11,91,95,4.27,Light Rain
386,Warrnambool,AU,-38.3833,142.4833,50.94,66,99,18.48,Overcast Clouds
387,Cidreira,BR,-30.1811,-50.2056,64.87,74,1,8.86,Clear Sky
388,Torrelavega,ES,43.3494,-4.0479,65.8,67,100,7.34,Overcast Clouds
389,North Bend,US,43.4065,-124.2243,48.11,84,0,9.22,Clear Sky
390,Vestmanna,FO,62.1564,-7.1664,47.32,93,100,32.21,Overcast Clouds
391,Mbandaka,CD,0.0487,18.2603,69.91,98,100,2.28,Light Rain
392,Yar-Sale,RU,66.8333,70.8333,-4.7,92,88,7.54,Overcast Clouds
393,Ayorou,NE,14.7308,0.9174,73.8,15,3,11.25,Clear Sky
394,Komsomolskiy,UZ,40.4272,71.7189,38.12,81,97,2.3,Mist
395,Alcudia,ES,39.8532,3.1214,67.95,79,100,12.8,Overcast Clouds
396,Pozo Colorado,PY,-23.4923,-58.7972,64.42,58,0,4.76,Clear Sky
397,Qasigiannguit,GL,68.8193,-51.1922,30.45,90,100,20.49,Light Snow
398,Hay River,CA,60.8156,-115.7999,30.18,80,40,9.22,Scattered Clouds
399,Serdobsk,RU,52.4586,44.2169,26.67,78,61,13.53,Broken Clouds
400,Sitka,US,57.0531,-135.33,48.09,71,100,17.27,Light Rain
401,Santiago De Cao,PE,-7.9589,-79.2392,62.73,82,32,6.91,Fog
402,Tilichiki,RU,60.4667,166.1,30.42,95,100,15.66,Snow
403,Port Augusta,AU,-32.5,137.7667,61.14,47,97,13.2,Overcast Clouds
404,Hovd,MN,48.0056,91.6419,30.65,22,36,2.64,Scattered Clouds
405,Aklavik,CA,68.2191,-135.0107,15.91,89,100,19.8,Light Snow
406,Broome,US,42.2506,-75.833,32.77,72,100,4.61,Overcast Clouds
407,Atikokan,CA,48.7555,-91.6216,21.16,87,97,8.7,Overcast Clouds
408,Kishapu,TZ,-3.6167,33.8667,69.01,74,99,6.26,Overcast Clouds
409,Mattawa,US,46.7379,-119.9028,37.26,93,6,3.0,Clear Sky
410,Bavly,RU,54.393,53.2602,21.34,90,100,13.87,Light Snow
411,Cilegon,ID,-6.0174,106.0538,82.13,77,100,13.85,Overcast Clouds
412,Lexington,US,37.9887,-84.4777,39.2,68,0,12.66,Clear Sky
413,Bocanda,CI,7.0626,-4.4995,71.96,96,85,3.36,Overcast Clouds
414,Kastamonu,TR,41.5,33.6667,36.0,95,48,2.17,Scattered Clouds
415,Andenes,NO,69.3143,16.1194,37.38,75,75,6.91,Broken Clouds
416,Bom Jesus,BR,-9.0744,-44.3586,75.78,65,82,1.77,Broken Clouds
417,Stephenville,US,32.2207,-98.2023,42.93,89,100,13.8,Overcast Clouds
418,Yumen,CN,40.2833,97.2,39.07,22,100,21.79,Overcast Clouds
419,Yambio,SS,4.5721,28.3955,64.76,80,92,1.63,Overcast Clouds
420,Fort-Shevchenko,KZ,44.5086,50.263,41.72,61,87,22.59,Overcast Clouds
421,Bulawayo,ZW,-20.15,28.5833,59.59,85,94,12.57,Overcast Clouds
422,Juba,SS,4.8517,31.5825,72.1,70,61,1.92,Broken Clouds
423,Aborlan,PH,9.4352,118.5492,89.67,65,100,8.88,Overcast Clouds
424,Loreto,MX,22.2667,-101.9667,57.99,31,8,3.85,Clear Sky
425,Nanortalik,GL,60.1432,-45.2371,30.76,89,99,8.99,Overcast Clouds
426,Faanui,PF,-16.4833,-151.75,78.91,78,100,4.76,Overcast Clouds
427,Vardo,NO,70.3705,31.1107,37.38,81,40,21.85,Scattered Clouds
428,Nishihara,JP,26.1842,127.7558,73.06,81,100,13.8,Overcast Clouds
429,Sarakhs,IR,36.5449,61.1577,44.74,70,0,4.61,Clear Sky
430,Qianan,CN,44.9932,124.0581,32.72,51,1,1.92,Clear Sky
431,Moro,PK,26.6646,68.0016,67.62,50,0,8.59,Clear Sky
432,Chateauroux,FR,46.8167,1.7,48.2,93,0,4.61,Clear Sky
433,Castellammare Del Golfo,IT,38.0188,12.8858,58.8,62,94,4.05,Overcast Clouds
434,Taraz,KZ,42.9,71.3667,50.41,53,100,20.13,Light Rain
435,Bozoum,CF,6.3193,16.3799,66.43,59,4,1.72,Clear Sky
436,Dhone,IN,15.4167,77.8833,74.64,77,20,7.92,Few Clouds
437,Moose Factory,CA,51.2585,-80.6094,19.4,79,20,10.36,Few Clouds
438,San Quintin,MX,30.4833,-115.95,61.81,57,100,4.32,Overcast Clouds
439,Mbaiki,CF,3.8678,17.9892,70.09,78,27,1.7,Scattered Clouds
440,Ullal,IN,12.8,74.85,77.95,83,40,4.61,Mist
441,Amapa,BR,1.0,-52.0,71.56,97,6,2.37,Clear Sky
442,Saraland,US,30.8207,-88.0706,60.82,65,100,5.17,Light Rain
443,Rapid Valley,US,44.0625,-103.1463,26.8,79,75,19.57,Broken Clouds
444,Roi Et,TH,15.75,103.75,89.24,62,33,7.63,Scattered Clouds
445,Tando Adam,PK,25.7637,68.661,69.53,47,1,13.91,Clear Sky
446,Bloomfield,US,40.8068,-74.1854,40.68,64,0,12.66,Clear Sky
447,Waterloo,CA,43.4668,-80.5164,32.65,80,100,0.0,Overcast Clouds
448,Nongan,CN,44.382,125.1685,34.27,55,3,6.04,Clear Sky
449,Junction City,US,39.0286,-96.8314,30.56,91,100,6.91,Snow
450,Vostok,RU,46.4856,135.8833,25.47,55,14,4.0,Few Clouds
451,Peace River,CA,56.2501,-117.286,30.51,86,100,6.91,Overcast Clouds
452,Najran,SA,17.4924,44.1277,57.85,45,0,0.43,Clear Sky
453,Valparaiso,CL,-33.0393,-71.6273,64.04,63,0,10.36,Clear Sky
454,Santarem,BR,-2.4431,-54.7083,78.93,94,0,3.44,Clear Sky
455,Utete,TZ,-7.986,38.758,68.88,97,0,0.76,Clear Sky
456,Akyab,MM,20.15,92.9,76.87,63,27,5.35,Scattered Clouds
457,Traverse City,US,44.7631,-85.6206,32.83,89,98,5.21,Overcast Clouds
458,Kirakira,SB,-10.4544,161.9205,83.73,73,30,3.29,Scattered Clouds
459,Lavrentiya,RU,65.5833,-171.0,21.83,89,19,7.99,Few Clouds
460,Caucasia,CO,7.9865,-75.1935,73.71,96,95,0.16,Overcast Clouds
461,Doha,QA,25.2867,51.5333,76.98,67,0,6.91,Clear Sky
462,Mayskiy,RU,47.6931,40.1025,27.81,73,2,5.79,Clear Sky
463,Huilong,CN,31.8111,121.655,57.0,44,4,6.02,Clear Sky
464,Bintulu,MY,3.1667,113.0333,81.01,83,40,3.44,Scattered Clouds
465,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,32,0,33.38,Clear Sky
466,Ossora,RU,59.2353,163.0719,33.37,98,100,23.53,Snow
467,Visby,SE,57.6409,18.296,46.62,93,100,1.14,Overcast Clouds
468,Puerto Lopez,CO,4.0845,-72.956,73.06,95,87,4.21,Overcast Clouds
469,Yangmei,CN,24.1023,112.5618,74.44,56,78,2.04,Broken Clouds
470,Sao Desiderio,BR,-12.3633,-44.9733,71.1,93,97,5.08,Light Rain
471,Temiscaming,CA,46.7212,-79.0971,27.91,64,74,6.91,Broken Clouds
472,Hervey Bay,AU,-25.2986,152.8535,78.24,75,2,16.04,Clear Sky
473,Riverton,US,40.5219,-111.9391,32.23,68,0,4.61,Clear Sky
474,Beloha,MG,-25.1667,45.05,75.42,78,69,4.27,Broken Clouds
475,Byron Bay,AU,-28.65,153.6167,85.71,55,1,11.52,Clear Sky
476,Xuanhua,CN,40.6103,115.0447,43.88,32,0,11.5,Clear Sky
477,Verkhnevilyuysk,RU,63.4453,120.3167,-21.24,98,89,3.22,Overcast Clouds
478,Itaituba,BR,-4.2761,-55.9836,76.44,83,20,2.77,Few Clouds
479,Kimbe,PG,-5.5502,150.1429,89.6,56,99,7.38,Overcast Clouds
480,Brae,GB,60.3964,-1.353,51.46,87,100,29.1,Overcast Clouds
481,Pisco,PE,-13.7,-76.2167,66.25,77,100,8.05,Overcast Clouds
482,Goure,NE,13.9835,10.2704,65.1,27,73,8.97,Broken Clouds
483,Bathurst,AU,-33.4166,149.5806,55.13,68,97,12.06,Overcast Clouds
484,Nieuwpoort,BE,51.1244,2.7735,53.02,93,75,10.36,Broken Clouds
485,Nome,US,64.5011,-165.4064,6.87,78,0,0.0,Clear Sky
486,Nador,MA,35.174,-2.9287,64.65,63,0,4.61,Clear Sky
487,Beringovskiy,RU,63.05,179.3167,33.04,82,72,16.22,Broken Clouds
488,Puerto Madryn,AR,-42.7692,-65.0385,69.17,40,70,13.96,Broken Clouds
489,Buala,SB,-8.145,159.5921,85.23,64,39,3.22,Scattered Clouds
490,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,88,75,10.27,Broken Clouds
491,Carutapera,BR,-1.195,-46.02,79.25,77,46,9.86,Scattered Clouds
492,Frekhaug,NO,60.5139,5.2435,47.07,93,100,3.31,Overcast Clouds
493,Grandview,US,38.8858,-94.533,34.0,93,100,4.61,Snow
494,Caravelas,BR,-17.7125,-39.2481,76.01,89,100,10.09,Overcast Clouds
495,Carballo,ES,43.213,-8.691,60.49,92,100,15.93,Overcast Clouds
496,Urshelskiy,RU,55.6783,40.2169,26.4,85,11,6.38,Few Clouds
497,Kamaishi,JP,39.2667,141.8833,54.46,49,11,5.37,Few Clouds
498,Miraflores,MX,19.2167,-98.8083,66.87,73,100,2.71,Overcast Clouds
499,Orlik,RU,52.5178,99.825,18.32,75,88,3.06,Overcast Clouds
500,Santa Cruz Cabralia,BR,-16.2781,-39.0247,77.23,94,75,8.05,Broken Clouds
501,Sipe Sipe,BO,-17.45,-66.3833,66.69,62,78,1.28,Broken Clouds
502,Barranca,PE,-10.75,-77.7667,63.37,84,12,7.23,Few Clouds
503,Coronel Oviedo,PY,-25.4167,-56.45,58.26,76,0,2.19,Clear Sky
504,Zhoucheng,CN,35.9122,116.3117,58.03,34,0,2.48,Clear Sky
505,Jurm,AF,36.8648,70.8342,37.67,52,17,4.61,Few Clouds
506,Mangan,IN,27.5167,88.5333,67.57,52,53,3.98,Broken Clouds
507,Portland,US,45.5234,-122.6762,47.35,62,0,18.01,Clear Sky
508,Graneros,CL,-34.0667,-70.7333,64.58,34,0,5.01,Clear Sky
509,Williams Lake,CA,52.1415,-122.1445,27.97,93,100,4.61,Fog
510,Copiapo,CL,-27.3667,-70.3333,55.09,36,82,0.65,Broken Clouds
511,Jiuquan,CN,39.7432,98.5174,42.19,17,100,6.76,Overcast Clouds
512,Kieta,PG,-6.2167,155.6333,84.69,64,100,4.83,Overcast Clouds
513,La Orilla,MX,17.9833,-102.2333,76.5,84,100,4.27,Overcast Clouds
514,La Tuque,CA,47.4334,-72.7824,26.85,68,9,3.44,Clear Sky
515,Paita,PE,-5.0892,-81.1144,63.57,86,14,9.6,Few Clouds
516,Banes,CU,20.9625,-75.7186,78.19,78,7,6.87,Clear Sky
517,Codajas,BR,-3.8367,-62.0569,77.31,80,99,2.21,Overcast Clouds
518,Mana,GF,5.6592,-53.7767,78.8,87,94,11.63,Overcast Clouds
519,Pascagoula,US,30.3658,-88.5561,57.92,72,100,4.61,Overcast Clouds
520,Mumford,GH,5.2618,-0.759,78.8,81,61,6.49,Broken Clouds
521,Koslan,RU,63.4564,48.8989,6.17,96,71,5.32,Broken Clouds
522,Konstantinovka,RU,49.6167,127.9833,23.9,81,86,3.11,Overcast Clouds
523,Mokhsogollokh,RU,61.4681,128.9203,-21.15,92,96,6.42,Overcast Clouds
524,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.81,93,54,1.25,Broken Clouds
525,Nabire,ID,-3.3667,135.4833,87.6,60,76,5.26,Broken Clouds
526,Polunochnoye,RU,60.8697,60.4153,-0.02,88,97,12.26,Overcast Clouds
527,Urbana,US,40.1106,-88.2073,35.76,69,20,10.36,Few Clouds
528,Seoul,KR,37.5683,126.9778,53.04,66,40,4.61,Scattered Clouds
529,Banda Aceh,ID,5.5577,95.3222,78.84,83,100,13.04,Overcast Clouds
530,Katsuura,JP,35.1333,140.3,58.14,87,100,17.09,Overcast Clouds
531,Dongsheng,CN,39.8161,109.9776,37.8,25,0,10.2,Clear Sky
532,Mikhaylovka,RU,50.06,43.2379,29.7,75,5,10.69,Clear Sky
533,Lensk,RU,60.7253,114.9278,-15.32,94,20,4.76,Few Clouds
534,Faridpur,BD,23.6,89.8333,75.56,66,1,7.4,Clear Sky
535,Aranos,NA,-24.1333,19.1167,70.16,25,2,1.39,Clear Sky
536,Caloundra,AU,-26.8,153.1333,89.11,45,56,8.84,Broken Clouds
537,Lubao,PH,14.9167,120.55,89.31,63,99,13.62,Overcast Clouds
538,Jamame,SO,0.0722,42.7506,75.78,89,68,4.74,Broken Clouds
539,Matamoros,MX,25.5333,-103.25,65.57,21,1,7.63,Clear Sky
540,Pimentel,PE,-6.8367,-79.9342,62.87,84,10,11.68,Clear Sky
541,Ewo,CG,-0.8725,14.8206,71.74,90,100,1.43,Overcast Clouds
542,Pandan,PH,14.0453,124.1694,84.18,77,100,14.76,Overcast Clouds
543,Sampit,ID,-2.5333,112.95,84.51,69,100,2.46,Overcast Clouds
544,Victor Harbor,AU,-35.5667,138.6167,57.0,61,79,1.99,Broken Clouds
545,Port Macquarie,AU,-31.4333,152.9167,77.9,55,35,10.96,Scattered Clouds
546,Nacala,MZ,-14.5428,40.6728,75.6,83,73,3.51,Broken Clouds
547,Saint Anthony,US,45.0205,-93.218,30.65,90,100,8.05,Light Snow
548,Tiznit,MA,29.5833,-9.5,66.61,25,1,5.48,Clear Sky
549,Nemuro,JP,43.3236,145.575,43.2,70,99,7.54,Overcast Clouds
550,Dhidhdhoo,MV,6.8833,73.1,81.48,75,100,4.88,Moderate Rain
551,Xichang,CN,27.8964,102.2634,59.67,60,0,3.24,Clear Sky
552,Christchurch,NZ,-43.5333,172.6333,69.94,68,40,19.57,Scattered Clouds
553,Chama,CH,47.1821,8.4636,44.85,94,75,2.3,Mist
554,Karratha,AU,-20.7377,116.8463,84.85,39,5,11.14,Light Rain
555,Shinuhayr,AM,39.4367,46.3179,34.48,75,20,3.36,Few Clouds
556,Margate,GB,51.3813,1.3862,55.9,82,100,3.0,Overcast Clouds
557,Susehri,TR,40.1644,38.0867,38.93,88,11,1.72,Few Clouds
558,Maracas,BR,-13.4411,-40.4308,64.71,91,60,4.85,Broken Clouds
559,Port-Gentil,GA,-0.7193,8.7815,78.53,85,100,11.81,Light Rain
560,Chaah,MY,2.249,103.048,82.58,75,100,5.08,Overcast Clouds
561,Panzhihua,CN,26.5851,101.7128,65.21,50,0,1.01,Clear Sky
562,Sawtell,AU,-30.3833,153.1,79.18,50,35,12.66,Scattered Clouds
563,Coahuayana,MX,18.7333,-103.6833,73.76,89,66,3.18,Broken Clouds
564,Tambo,PE,-14.8,-73.9167,38.48,54,38,4.83,Scattered Clouds
565,Poya,NC,-21.35,165.15,82.69,60,0,8.25,Clear Sky
566,Kemijarvi,FI,66.7131,27.4306,30.18,93,99,4.92,Overcast Clouds
567,Udachnyy,RU,66.4167,112.4,-25.78,100,83,4.27,Broken Clouds
568,Honningsvag,NO,70.9821,25.9704,40.75,75,100,12.66,Light Rain
569,Merke,KZ,42.8728,73.1786,42.89,56,100,4.03,Overcast Clouds
570,Woodward,US,36.4337,-99.3904,25.97,94,0,4.61,Clear Sky
571,Knyaginino,RU,55.8228,45.0349,26.22,82,92,14.41,Overcast Clouds
572,Gamba,GA,-2.65,10.0,75.83,86,97,6.85,Overcast Clouds
573,Dakar,SN,14.6937,-17.4441,76.08,69,64,14.38,Broken Clouds
574,Viedma,AR,-40.8135,-62.9967,59.49,56,0,7.02,Clear Sky
575,Lata,PT,40.1629,-8.3327,59.07,95,100,6.71,Overcast Clouds
576,Maltahohe,NA,-24.8333,16.9833,61.3,30,0,1.59,Clear Sky
577,Kafue,ZM,-15.7691,28.1814,66.56,92,99,4.85,Overcast Clouds
578,Koszalin,PL,54.1944,16.1722,42.24,88,8,6.11,Clear Sky
579,Laguna,US,38.421,-121.4238,52.02,70,0,0.0,Clear Sky
580,Rosetta,EG,31.4044,30.4164,66.43,59,32,10.94,Scattered Clouds
581,Maldonado,UY,-34.6667,-54.9167,67.39,70,99,16.96,Overcast Clouds
582,Berdigestyakh,RU,62.0989,126.6992,-22.9,95,89,5.75,Overcast Clouds
583,Rafai,CF,4.95,23.9167,65.41,70,24,2.75,Few Clouds
584,The Pas,CA,53.8251,-101.2541,3.22,85,40,4.61,Scattered Clouds
585,Honiara,SB,-9.4333,159.95,83.16,77,76,2.35,Broken Clouds
586,Shelopugino,RU,51.6514,117.5599,24.28,67,40,7.4,Scattered Clouds
587,Magadan,RU,59.5667,150.8,17.15,62,9,8.32,Clear Sky
588,Silao,MX,20.9333,-101.4333,60.28,41,29,4.99,Scattered Clouds
589,Xuddur,SO,4.1213,43.8894,68.56,96,2,10.38,Clear Sky
590,Hammerfest,NO,70.6634,23.6821,37.85,87,75,10.36,Broken Clouds
591,Kindu,CD,-2.95,25.95,68.25,100,100,0.96,Moderate Rain
592,Severobaykalsk,RU,55.65,109.3167,26.37,66,4,6.53,Clear Sky
593,Karasjok,NO,69.4719,25.5112,24.26,93,97,4.61,Overcast Clouds
594,Beyneu,KZ,45.3167,55.2,36.37,61,95,20.47,Overcast Clouds
595,Abulug,PH,18.4453,121.4533,81.5,80,32,12.68,Light Rain
596,Chandbali,IN,20.7833,86.7667,73.6,46,1,6.49,Clear Sky
597,Nalhati,IN,24.3,87.8167,72.97,39,1,5.53,Clear Sky
598,Biak,ID,-0.9131,122.8766,84.88,65,100,2.59,Overcast Clouds
599,Elyakhin,IL,32.4079,34.9243,66.24,68,16,7.18,Few Clouds
600,Pacific Grove,US,36.6177,-121.9166,52.02,82,0,3.44,Clear Sky
601,Jiamusi,CN,46.8333,130.35,31.78,41,32,6.58,Scattered Clouds
602,Solnechnyy,RU,50.7214,136.6319,24.91,58,13,3.62,Few Clouds
603,Morondava,MG,-20.2833,44.2833,77.11,82,15,3.13,Few Clouds
604,Palm Coast,US,29.585,-81.2078,74.01,93,30,4.0,Scattered Clouds
605,Anadyr,RU,64.75,177.4833,28.9,86,0,15.66,Clear Sky
606,Kazachinskoye,RU,57.6953,93.2761,34.93,99,100,8.19,Snow
607,Moss Vale,AU,-34.55,150.3833,65.16,39,80,11.83,Broken Clouds
608,La Vega,DO,19.2221,-70.5296,77.85,93,4,2.46,Clear Sky
609,Harbour Breton,CA,47.4833,-55.7983,41.79,88,100,37.56,Light Rain
610,Changli,CN,39.7042,119.1506,51.24,30,6,11.9,Clear Sky
611,Nizwa,OM,22.9333,57.5333,71.06,51,0,2.44,Clear Sky
612,Eureka,US,40.8021,-124.1637,46.26,95,0,4.29,Clear Sky
613,Fuzhou,CN,26.0614,119.3061,66.09,93,100,2.53,Overcast Clouds
614,Caucaia,BR,-3.7361,-38.6531,80.55,75,75,10.36,Broken Clouds
615,Road Town,VG,18.4167,-64.6167,80.64,83,40,11.5,Scattered Clouds
616,Minot,US,48.2325,-101.2963,16.02,79,100,10.36,Mist
617,Dondo,MZ,-19.6094,34.7431,74.71,93,98,8.97,Light Rain
618,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,72.54,82,100,3.44,Overcast Clouds
619,Havelock,US,34.8791,-76.9013,51.93,85,0,10.36,Clear Sky
620,Verkhoshizhemye,RU,58.011,49.1038,19.87,76,100,10.89,Overcast Clouds
621,Osakarovka,KZ,50.565,72.5692,30.9,92,100,25.28,Light Snow
622,Vila Velha,BR,-20.3297,-40.2925,78.75,89,100,8.05,Overcast Clouds
623,Santa Maria,BR,-29.6842,-53.8069,67.3,56,0,6.91,Clear Sky
624,Qaqortoq,GL,60.7167,-46.0333,24.84,87,100,7.34,Overcast Clouds
625,Krasnoselkup,RU,65.7,82.4667,-14.82,94,59,10.54,Broken Clouds
626,Camacha,PT,33.0833,-16.3333,63.82,88,20,3.44,Few Clouds
627,Maragogi,BR,-9.0122,-35.2225,75.85,87,4,9.8,Clear Sky
628,Anloga,GH,5.7947,0.8973,80.49,77,10,6.76,Clear Sky
629,Uribia,CO,11.7139,-72.266,78.96,84,88,9.22,Overcast Clouds
630,Bogense,DK,55.5669,10.0886,48.33,91,0,11.52,Clear Sky
631,Ust-Shonosha,RU,61.1531,41.343,25.41,93,98,3.87,Overcast Clouds
632,Poum,NC,-20.2333,164.0167,76.89,77,23,2.93,Few Clouds
633,Samarai,PG,-10.6167,150.6667,84.88,72,100,11.77,Overcast Clouds
634,Veraval,IN,20.9,70.3667,77.85,47,1,6.82,Clear Sky
635,Roald,NO,62.5833,6.1333,54.75,81,100,6.91,Overcast Clouds
636,Sumenep,ID,-7.0167,113.8667,86.79,63,100,5.61,Light Rain
637,Bilibino,RU,68.0546,166.4372,-18.15,100,98,2.66,Overcast Clouds
638,Salekhard,RU,66.53,66.6019,-2.27,92,100,6.89,Overcast Clouds
639,La Ronge,CA,55.1001,-105.2842,21.45,86,100,3.44,Overcast Clouds
640,Gympie,AU,-26.1898,152.665,93.63,19,72,8.61,Broken Clouds
641,Pochutla,MX,15.7432,-96.4661,77.83,91,13,2.51,Few Clouds
642,Ballina,AU,-28.8667,153.5667,86.77,42,1,13.65,Light Rain
643,Sopelana,ES,43.3789,-2.9831,66.07,51,0,18.99,Clear Sky
644,Beisfjord,NO,68.3751,17.5988,30.25,89,26,6.76,Scattered Clouds
645,Nago,JP,26.5881,127.9761,73.83,73,99,5.75,Overcast Clouds
646,Oussouye,SN,12.485,-16.5469,77.29,76,95,7.11,Overcast Clouds
647,Ust-Kuyga,RU,70.0167,135.6,-16.4,98,100,7.2,Overcast Clouds
648,Kasongo-Lunda,CD,-6.4667,16.8167,68.04,98,100,0.87,Overcast Clouds
649,Svetlaya,RU,46.5389,138.3297,35.22,45,25,1.1,Scattered Clouds
650,Gjovik,NO,60.7947,10.6929,35.82,93,52,2.84,Broken Clouds
651,Pervomayskoye,RU,43.919,46.7102,37.71,72,5,9.1,Clear Sky
652,Zwedru,LR,6.0667,-8.1281,70.72,99,67,2.24,Broken Clouds
653,Murray Bridge,AU,-35.1167,139.2667,54.12,52,83,14.14,Broken Clouds
654,Jacareacanga,BR,-6.2222,-57.7528,77.76,72,30,1.05,Scattered Clouds
655,Asahikawa,JP,43.7678,142.3703,42.01,70,75,10.36,Broken Clouds
656,Sola,VU,-13.8833,167.55,86.67,66,1,0.0,Clear Sky
657,Santo Angelo,BR,-28.2992,-54.2631,60.15,68,4,3.33,Clear Sky
658,Fairbanks,US,64.8378,-147.7164,27.61,92,100,4.61,Light Snow
659,Khudumelapye,BW,-23.8833,24.75,64.81,72,15,10.25,Few Clouds
660,Charters Towers,AU,-20.1,146.2667,93.6,35,88,2.95,Overcast Clouds
661,Tamiahua,MX,21.2667,-97.45,77.18,82,97,12.1,Overcast Clouds
662,Dongning,CN,44.0622,131.1207,35.58,50,29,9.31,Scattered Clouds
663,Varhaug,NO,58.6147,5.6457,47.68,74,29,29.01,Scattered Clouds
664,Kalia,BD,23.0396,89.6328,74.68,65,0,7.27,Clear Sky
